,Company Id,PROs Culture & Values mean,PROs Work/Life Balance mean,PROs Senior Management mean,PROs Comp & Benefits mean,PROs Career Opportunities mean,CONs Culture & Values mean,CONs Work/Life Balance mean,CONs Senior Management mean,CONs Comp & Benefits mean,CONs Career Opportunities mean,PROs Culture & Values count,PROs Work/Life Balance count,PROs Senior Management count,PROs Comp & Benefits count,PROs Career Opportunities count,CONs Culture & Values count,CONs Work/Life Balance count,CONs Senior Management count,CONs Comp & Benefits count,CONs Career Opportunities count
385,758,0.5857831062670307,0.5393344827586208,0.5496662337662335,0.6020491912464295,0.4938683544303793,-0.08380270855904662,-0.08566651718983553,-0.11821392405063293,-0.1453068331143233,-0.05289562289562291,734.0,406.0,231.0,1051.0,237.0,923.0,669.0,632.0,761.0,297.0
386,762,0.5466577777777779,0.5931066666666667,0.4865103448275862,0.4379935483870968,0.5702571428571429,-0.0003999999999999966,-0.15863333333333335,-0.012579487179487168,-0.05953870967741936,0.04096666666666667,45.0,15.0,29.0,31.0,21.0,71.0,21.0,39.0,31.0,24.0
387,776,0.30194,0.886,0.12483333333333334,0.5449999999999999,0.0,0.08601249999999999,0.6486,-0.12287499999999997,-0.1533,-0.5994,5.0,1.0,3.0,5.0,0.0,16.0,1.0,8.0,2.0,1.0
388,777,0.6666500000000001,0.5114666666666666,0.2263,0.5810428571428571,0.7280000000000001,-0.0034571428571428414,0.0,-0.21697499999999997,-0.5113,0.16874285714285714,8.0,3.0,1.0,7.0,4.0,7.0,1.0,4.0,1.0,7.0
389,782,0.5459400000000001,0.6249,0.0,0.5964666666666667,0.9403,-0.27308571428571426,0.0,-0.01695000000000002,0.0629,0.4767,5.0,1.0,0.0,3.0,1.0,7.0,0.0,2.0,3.0,1.0
390,786,0.43090625000000005,0.40804999999999997,0.48541249999999997,0.5317200000000001,0.56866875,-0.10833529411764704,-0.19380999999999998,-0.15761250000000004,0.14133999999999997,-0.03797777777777779,32.0,10.0,8.0,30.0,16.0,51.0,10.0,32.0,15.0,18.0
391,789,0.49450081300812987,0.4825466666666667,0.40073469387755106,0.5037621621621621,0.5821333333333333,-0.007900000000000011,-0.07624516129032258,-0.11402872340425531,0.14195961538461538,0.011644285714285727,123.0,30.0,49.0,74.0,48.0,143.0,31.0,94.0,52.0,70.0
392,792,0.65132,0.3472,0.0,0.09555,0.18560000000000001,-0.19751428571428573,0.8221,-0.10285,-0.76815,-0.33735,5.0,3.0,0.0,4.0,2.0,7.0,1.0,2.0,2.0,4.0
393,793,0.5305166666666667,0.6812499999999999,0.5592571428571428,0.4032466666666667,0.5155666666666667,0.021688,-0.6696,0.059541176470588236,-0.1649,-0.12467777777777779,18.0,2.0,7.0,15.0,9.0,25.0,1.0,17.0,3.0,9.0
394,800,0.6134999999999999,0.0,0.215725,0.6089,0.436,0.1550666666666667,0.25,0.14878,-0.04397500000000001,0.19625,5.0,0.0,4.0,2.0,2.0,9.0,1.0,5.0,4.0,2.0
395,802,0.5664325714285713,0.47812048192771084,0.5579590909090909,0.6319141025641034,0.5432115384615382,-0.06887177615571774,-0.13897029702970293,-0.07166860986547087,0.025906349206349197,-0.016860150375939836,175.0,83.0,44.0,390.0,78.0,411.0,101.0,223.0,63.0,133.0
396,805,0.6069825000000001,0.6904199999999999,0.5336909090909091,0.5675769230769231,0.5931625,0.0702642857142857,-0.040385714285714296,-0.03045000000000001,0.10955000000000001,0.11039090909090907,40.0,5.0,11.0,26.0,16.0,28.0,7.0,14.0,4.0,22.0
397,806,0.5224456375838925,0.4307878787878789,0.49957999999999997,0.535127819548872,0.5327513513513514,-0.03202881355932206,-0.03318090909090909,-0.02737288135593219,-0.1304373626373626,0.03900000000000001,149.0,33.0,25.0,133.0,74.0,118.0,110.0,59.0,91.0,47.0
398,807,0.5506853658536583,0.44425762711864414,0.5428200000000002,0.4256338582677166,0.4389915254237289,-0.004138679245283016,-0.05823043478260868,-0.03310816326530613,0.012541228070175462,-0.0465188679245283,123.0,59.0,45.0,127.0,59.0,212.0,92.0,147.0,114.0,53.0
399,817,0.5207499999999999,0.5859,0.0,0.54162,0.45424999999999993,-0.1166,0.0,-0.3597,0.3818,-0.2023,2.0,1.0,0.0,5.0,2.0,4.0,0.0,1.0,1.0,1.0
400,821,0.46789090909090897,0.4638,0.46713333333333334,0.5901200000000001,0.19528333333333334,0.0009999999999999983,-0.03704285714285715,-0.20053125,-0.002486206896551724,-0.20487777777777777,11.0,8.0,3.0,10.0,6.0,21.0,7.0,16.0,29.0,9.0
401,823,0.44616666666666666,0.0,0.09385,0.45186000000000004,0.6020000000000001,0.07166923076923079,0.053575,0.17017500000000002,-0.06352222222222223,-0.04498333333333333,6.0,1.0,2.0,5.0,5.0,13.0,8.0,4.0,9.0,6.0
402,829,0.47649999999999976,0.3830342105263157,0.39317647058823535,0.588422,0.4713939393939394,-0.0814804347826087,-0.040999999999999995,-0.06451632653061226,-0.041596969696969716,0.06144444444444442,83.0,38.0,17.0,50.0,33.0,92.0,28.0,49.0,33.0,27.0
403,839,0.5994240506329114,0.5398558823529411,0.5520888888888887,0.5820472527472527,0.5880392857142859,0.07389673913043478,-0.1893857142857143,-0.007808510638297867,0.07010833333333334,0.19448648648648645,79.0,34.0,18.0,91.0,28.0,92.0,7.0,47.0,12.0,37.0
404,841,0.372125,-0.011366666666666672,0.5529666666666667,0.17223333333333332,0.0,-0.27382222222222224,0.0,-0.26386000000000004,-0.209075,0.0,8.0,3.0,3.0,6.0,1.0,9.0,0.0,5.0,4.0,1.0
405,845,0.532475,0.33817500000000006,0.40596666666666664,0.4579000000000001,0.2996666666666667,0.050015624999999994,-0.0438875,-0.013888888888888881,0.008449999999999994,0.39331818181818184,16.0,8.0,6.0,14.0,6.0,32.0,8.0,27.0,6.0,11.0
406,847,0.5878333333333333,0.38468,0.27144285714285715,0.5030571428571429,0.31698,0.09278965517241376,-0.4939,0.21023076923076925,0.22113333333333332,0.196775,27.0,5.0,7.0,7.0,15.0,29.0,1.0,13.0,3.0,12.0
407,851,0.5047333333333334,0.2263,0.2202,0.3604,0.687275,0.15129090909090911,0.3612,-0.15205263157894738,0.012199999999999997,0.08245555555555555,6.0,1.0,2.0,3.0,4.0,22.0,1.0,19.0,6.0,9.0
408,852,0.5274333333333333,0.0,0.25239999999999996,0.5117133333333334,0.321575,-0.07873846153846155,0.7351,-0.15992499999999998,0.1665111111111111,0.11652,6.0,0.0,6.0,15.0,8.0,13.0,1.0,8.0,9.0,5.0
409,858,0.5260071729957803,0.4195710743801652,0.44517676767676756,0.4974533333333332,0.5090680851063828,0.026735275080906167,-0.0950888888888889,-0.04348362573099416,-0.07590753768844218,0.026502762430939235,237.0,121.0,99.0,150.0,141.0,309.0,63.0,171.0,199.0,181.0
410,859,0.5331292682926829,0.42348333333333327,0.6095555555555556,0.4468016666666667,0.5645482758620691,0.12074375000000004,0.027905882352941183,-0.0005685185185185279,0.197,0.07377777777777778,82.0,12.0,18.0,60.0,29.0,64.0,17.0,54.0,14.0,45.0
411,864,0.5484,0.6056,0.6409538461538463,0.7130434782608697,0.79395,-0.14313055555555554,-0.034559999999999994,-0.18647727272727274,-0.1663,-0.07777500000000001,35.0,8.0,13.0,23.0,6.0,36.0,5.0,22.0,9.0,16.0
412,868,0.67135,0.0,0.0,0.0,0.8324,0.019191666666666676,0.0,-0.1761,-0.17347500000000002,0.0,2.0,1.0,0.0,1.0,2.0,12.0,0.0,3.0,4.0,1.0
413,870,0.5145454545454545,0.2263,0.0,0.46752000000000005,0.38585,0.029974999999999995,-0.0801,0.0,0.0,-0.296,11.0,1.0,0.0,5.0,2.0,4.0,2.0,1.0,0.0,1.0
414,877,0.494970588235294,0.3820111111111111,0.5443541666666667,0.588188732394366,0.5983533333333335,-0.038986567164179094,-0.0013377777777777858,-0.019152173913043472,0.11844666666666666,0.04710370370370371,51.0,18.0,24.0,71.0,60.0,67.0,45.0,46.0,15.0,54.0
415,881,0.5940484756097563,0.5425111111111112,0.5554606060606062,0.5553093023255811,0.5484287499999997,-0.012438181818181815,-0.11971410788381741,-0.11750380434782608,-0.13178349999999997,-0.010921093749999986,328.0,54.0,66.0,258.0,80.0,220.0,241.0,184.0,200.0,128.0
416,886,0.7295749999999999,0.2177,0.5326500000000001,0.6588875000000001,0.5440833333333334,-0.07234166666666665,0.3612,-0.2066923076923077,0.3586,-0.23412857142857144,8.0,2.0,2.0,8.0,6.0,12.0,1.0,13.0,2.0,7.0
417,890,0.6533702898550723,0.603794285714286,0.2907583333333333,0.6056333333333335,0.5795708333333334,0.030289430894308925,-0.02146315789473684,-0.07834800000000001,-0.22528484848484842,0.1388578947368421,138.0,35.0,12.0,60.0,24.0,123.0,19.0,50.0,33.0,38.0
418,894,0.48579393939393944,0.3110757575757576,0.3504772727272727,0.36820350877192976,0.31894285714285714,-0.06307327586206897,-0.08703611111111112,-0.0959811111111111,-0.034105333333333335,-0.018351999999999993,66.0,33.0,22.0,57.0,14.0,116.0,36.0,90.0,75.0,50.0
419,896,0.5978246835443036,0.45680825688073384,0.48929090909090905,0.5698019230769228,0.47494999999999993,-0.025491715976331354,-0.008157142857142865,-0.04374959999999999,0.009389473684210527,0.016596808510638297,158.0,109.0,33.0,208.0,78.0,338.0,84.0,125.0,95.0,94.0
420,901,0.5130000000000001,0.5387666666666667,0.50156,0.50715,0.5462800000000001,-0.013886363636363634,0.0461,0.17236250000000003,0.035500000000000004,0.20308571428571429,17.0,6.0,5.0,10.0,5.0,22.0,4.0,8.0,12.0,7.0
421,906,0.5491649122807017,0.5071210526315788,0.35879999999999995,0.6028244444444444,0.5383185185185185,-0.01684556962025317,0.03241764705882353,-0.07057551020408162,0.2359142857142857,0.1365227272727273,57.0,19.0,13.0,90.0,27.0,79.0,17.0,49.0,21.0,22.0
422,909,0.30682307692307687,-0.0538,0.6486,0.295025,0.16947857142857142,-0.13744285714285714,-0.12106666666666667,-0.011293333333333332,0.054311111111111116,0.4707142857142857,13.0,4.0,1.0,20.0,14.0,14.0,3.0,15.0,9.0,7.0
423,910,0.5990714285714287,0.588225,0.5307777777777778,0.6795035714285717,0.5579384615384616,0.07461509433962264,-0.16988333333333336,0.028200000000000003,-0.09215384615384616,0.18429,28.0,8.0,9.0,28.0,13.0,53.0,12.0,32.0,13.0,30.0
424,913,0.5064602941176479,0.4285835978835978,0.4892885714285713,0.471239890710382,0.5059468164794004,0.03746873111782474,-0.0013664473684210556,-0.03915608308605342,0.077684765625,0.076509634551495,476.0,189.0,140.0,366.0,267.0,662.0,152.0,337.0,256.0,301.0
425,918,0.5115,0.7876666666666666,0.67208,0.69734,0.6237666666666667,0.0538,0.4717,0.15902500000000003,0.40149999999999997,0.050388888888888865,7.0,3.0,5.0,10.0,3.0,7.0,2.0,4.0,2.0,9.0
426,925,0.3903625,0.54605,0.5508,0.7027333333333333,0.5034,-0.27115,0.4404,0.2263,-0.21343333333333336,-0.19935,8.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0
427,926,0.5940000000000001,0.7420249999999999,0.4814,0.42993333333333333,0.4215,-0.1270176470588235,0.0,-0.21626000000000004,-0.32116666666666666,-0.4916,5.0,4.0,2.0,3.0,1.0,17.0,1.0,5.0,3.0,3.0
428,938,0.5771799999999999,0.5022181818181819,0.7119857142857143,0.5334952380952381,0.36855882352941177,0.09612162162162163,-0.19555,-0.09712666666666665,-0.15245217391304347,-0.11863157894736842,30.0,11.0,7.0,21.0,17.0,37.0,8.0,30.0,23.0,19.0
429,945,0.5813587636932704,0.44910961923847764,0.4865099307159353,0.4888712656784493,0.4843166134185302,-0.08518910220214562,-0.0851052997393571,-0.11323712624584721,-0.13242951593860655,-0.07153492063492063,1278.0,499.0,433.0,877.0,313.0,1771.0,1151.0,1204.0,847.0,567.0
430,953,0.3601,0.6249,0.0,0.32244,0.0,-0.21126249999999996,0.5574,0.04185,-0.135675,0.3612,2.0,1.0,0.0,5.0,1.0,8.0,1.0,2.0,4.0,1.0
431,954,0.4986645161290323,0.1797857142857143,0.39604999999999996,0.5082361111111112,0.48211153846153854,-0.09731406250000002,-0.1658076923076923,-0.21069545454545457,4.7368421052638045e-05,-0.06406969696969696,31.0,7.0,14.0,36.0,26.0,64.0,26.0,44.0,19.0,33.0
432,955,0.43100099009900983,0.27238750000000006,0.27226799999999995,0.3843880000000001,0.45666071428571425,0.010309448818897634,-0.11563157894736842,-0.017481081081081092,0.04174210526315789,0.04649166666666663,101.0,24.0,25.0,75.0,56.0,127.0,19.0,111.0,57.0,48.0
433,956,0.6193250000000001,0.2694,0.5738727272727272,0.4684000000000001,0.6507166666666667,-0.056142000000000004,-0.01723888888888888,-0.22211666666666663,-0.05640714285714284,0.07098333333333333,40.0,9.0,11.0,23.0,6.0,50.0,18.0,18.0,28.0,12.0
434,957,0.4866933333333333,0.5354029411764705,0.4276333333333334,0.4883323529411764,0.5490086956521739,0.03811237113402061,-0.06687142857142858,-0.12261923076923072,-0.054210000000000015,0.07233166666666667,60.0,34.0,21.0,34.0,23.0,97.0,14.0,78.0,40.0,60.0
435,960,0.5367450381679385,0.5800814814814814,0.38526842105263165,0.5858511627906976,0.5168542857142857,0.019360344827586206,-0.03506666666666667,0.04960972222222223,-0.0663818181818182,0.0329967741935484,131.0,27.0,19.0,43.0,35.0,116.0,21.0,72.0,33.0,62.0
436,966,0.6273714285714285,0.4576,0.0,0.23005,0.0,0.0,0.0,-0.124675,0.09656666666666665,-0.17379999999999998,7.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0
437,973,0.4325181818181818,0.41935,0.2202,0.35157499999999997,0.8658,-0.0035400000000000097,0.153,-0.024574999999999986,0.45615999999999995,0.5955,11.0,2.0,2.0,4.0,1.0,5.0,3.0,4.0,5.0,2.0
438,974,0.5408709302325577,0.4345473684210527,0.4193000000000001,0.4971054545454547,0.49193488372093036,-0.021383185840707964,-0.1455428571428571,-0.07205465116279071,-0.07015,0.07010967741935487,86.0,19.0,23.0,55.0,43.0,113.0,21.0,86.0,40.0,62.0
439,981,0.5808,0.6128045454545455,0.4596300000000001,0.636842465753425,0.5812303030303029,0.033827027027027036,-0.266,-0.03348214285714284,0.08339032258064517,0.20704193548387095,123.0,22.0,20.0,73.0,33.0,111.0,23.0,56.0,31.0,62.0
440,983,0.3757066666666667,0.5882,0.10619999999999997,0.44410769230769226,0.6766333333333333,0.006070000000000015,-0.27214615384615387,-0.08163333333333335,-0.2838666666666667,-0.05236,15.0,7.0,4.0,13.0,6.0,20.0,13.0,9.0,12.0,5.0
441,985,0.5783776470588234,0.5209250000000001,0.4748176470588236,0.5810196969696969,0.5324468085106383,0.1123064516129032,-0.0935076923076923,-0.11273703703703705,0.04219333333333332,0.13543750000000002,85.0,8.0,17.0,66.0,47.0,93.0,39.0,54.0,15.0,40.0
442,992,0.579925,0.4404,0.4389,0.5965400000000001,0.0,0.027092857142857134,-0.2943,0.08965,-0.46153333333333335,-0.22396666666666665,4.0,1.0,1.0,5.0,0.0,14.0,5.0,6.0,3.0,3.0
443,993,0.601,0.8316,0.627225,0.3975666666666666,0.3320142857142857,-0.036407692307692315,0.26335,-0.09430000000000002,0.7506,0.18158571428571427,9.0,1.0,4.0,6.0,7.0,13.0,2.0,10.0,1.0,7.0
444,994,0.4515826086956523,0.26522307692307695,0.37296,0.40547142857142854,0.46167666666666657,0.051126000000000005,-0.16546666666666668,-0.08658437499999999,-0.036663636363636364,0.1556548387096774,46.0,13.0,10.0,21.0,30.0,50.0,12.0,32.0,33.0,31.0
445,1010,0.5118714285714285,0.322025,0.6009555555555557,0.5308545454545455,0.6309333333333332,0.05308636363636361,-0.13119999999999998,-0.020350000000000007,-0.02131666666666665,-0.14555,21.0,8.0,9.0,22.0,6.0,22.0,7.0,16.0,6.0,4.0
446,1013,0.6834041666666666,0.7358,0.73265,0.7149833333333334,0.427425,0.08296511627906977,-0.09397142857142857,-0.03150666666666668,-0.16090500000000002,0.1636277777777778,24.0,2.0,2.0,6.0,24.0,43.0,14.0,15.0,20.0,18.0
447,1014,0.6015285714285714,0.0,0.35810000000000003,0.45202,0.376475,-0.016879999999999996,-0.148,0.12012,0.13013333333333335,0.187825,7.0,0.0,3.0,5.0,4.0,10.0,2.0,5.0,3.0,4.0
448,1018,0.43524444444444443,0.12965,0.4404,0.6202,0.47585,-0.22438000000000002,-0.10283333333333332,-0.22705625000000002,0.0,-0.139975,9.0,2.0,1.0,10.0,4.0,10.0,3.0,16.0,2.0,8.0
449,1019,0.5218222222222223,0.17406666666666668,-0.0756,0.29917499999999997,0.8049,-0.060129999999999996,0.0,-0.015428571428571411,-0.22819999999999996,-0.204575,9.0,3.0,2.0,4.0,2.0,10.0,0.0,7.0,4.0,4.0
450,1021,0.70604,0.8433,0.0,0.936,0.0,0.2521666666666667,0.0,0.0,-0.3182,-0.3182,5.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
451,1033,0.6397157894736843,0.6867666666666666,0.6905399999999999,0.548,0.5070874999999999,0.07283333333333336,-0.24695,-0.23861249999999998,-0.33514,-0.22452500000000006,19.0,3.0,5.0,6.0,8.0,18.0,2.0,8.0,5.0,8.0
452,1035,0.5787098039215688,0.4214142857142858,0.5951,0.6241976190476191,0.69228,-0.02928000000000001,-0.13648333333333335,-0.2661117647058823,-0.23808800000000002,-0.08766875000000002,51.0,14.0,9.0,42.0,10.0,45.0,24.0,51.0,25.0,32.0
453,1038,0.534285714285714,0.6072935483870967,0.4148891891891893,0.5638046153846155,0.5357596774193548,0.029405434782608684,0.17308260869565217,0.008672727272727264,-0.07294705882352945,0.06499411764705883,98.0,31.0,37.0,65.0,62.0,92.0,23.0,44.0,34.0,51.0
454,1041,0.6024771043771047,0.6630645454545455,0.581659090909091,0.6747493006993012,0.590287195121951,0.04459405940594059,-0.08221914893617023,-0.05608554216867465,0.06056399999999999,0.1286386046511627,297.0,110.0,44.0,286.0,164.0,303.0,47.0,166.0,100.0,215.0
455,1048,0.5501551020408166,0.4422460526315788,0.4810658536585363,0.5645917624521081,0.5375359447004604,0.009982622432859405,-0.10840855614973255,-0.049755652173913034,-0.004273484848484852,0.10142465753424658,490.0,152.0,164.0,522.0,217.0,633.0,187.0,345.0,132.0,219.0
456,1052,0.6688333333333333,-0.0516,0.0,-0.0516,0.3818,0.0,0.0,0.07415,-0.25025,-0.2732,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
457,1065,0.4276166666666667,0.26899999999999996,0.42756666666666665,0.39508,0.44231999999999994,-0.1895428571428571,0.0,-0.12143333333333334,-0.24723571428571428,-0.007092857142857149,6.0,4.0,3.0,5.0,5.0,14.0,1.0,6.0,14.0,14.0
458,1067,0.500721789883268,0.4738426470588233,0.4736708333333335,0.5579605504587156,0.5089259999999999,-0.020156969696969698,-0.09130232558139534,-0.08984408602150533,0.09264411764705881,0.053367785234899344,257.0,68.0,72.0,218.0,100.0,330.0,86.0,186.0,170.0,149.0
459,1069,0.49294285714285707,0.9246,0.23835,0.68902,0.43576250000000005,0.0959625,0.0,-0.051500000000000004,-0.026600000000000002,-0.013459999999999982,7.0,1.0,2.0,5.0,8.0,8.0,1.0,8.0,10.0,5.0
460,1072,0.6038000000000001,0.50335,0.6864333333333335,0.5512916666666667,0.634,-0.04206,-0.23230000000000003,-0.09534615384615383,0.2658,0.20937999999999998,9.0,2.0,3.0,12.0,3.0,15.0,3.0,13.0,3.0,5.0
461,1078,0.48405,0.30149999999999993,0.0,0.4859714285714286,0.47317499999999996,-0.22306363636363635,0.0,-0.32867999999999997,-0.3284333333333333,-0.2006857142857143,4.0,6.0,1.0,7.0,4.0,11.0,3.0,5.0,3.0,7.0
462,1079,0.5448966342735205,0.42338871595330835,0.49627980456026055,0.42966528822055194,0.49169835886214486,-0.051282425742574134,-0.044658467983243536,-0.10487794077696269,-0.13094303656154152,-0.018878302796528485,4219.0,3084.0,1535.0,3990.0,1828.0,6060.0,3342.0,3681.0,3583.0,2074.0
463,1083,0.44846366666666637,0.3672592857142857,0.43201222222222213,0.47402052505966624,0.5208942028985503,-0.08522747093023256,-0.12433960396039599,-0.11410480225988699,-0.09291721854304631,0.029342857142857136,300.0,140.0,90.0,419.0,207.0,688.0,404.0,354.0,302.0,189.0
464,1086,0.523611808118081,0.5169929577464789,0.4485263157894737,0.5554971698113202,0.543717283950617,0.012775330396475774,-0.14330217391304345,-0.08220060606060604,-0.06211297709923662,0.004707006369426773,271.0,142.0,57.0,106.0,81.0,227.0,46.0,165.0,131.0,157.0
465,1089,0.5245417721518983,0.4123506329113923,0.417964,0.3874245398773005,0.5409936507936505,-0.053185714285714274,-0.06053473684210527,-0.04683739837398375,-0.04858041237113402,0.005934645669291334,237.0,79.0,50.0,163.0,126.0,315.0,95.0,123.0,194.0,127.0
466,1090,0.6049629688747008,0.5776244979919688,0.508813333333333,0.6405886975242207,0.6106921052631582,0.02423999999999997,0.01849933774834438,-0.03011606805293004,0.13684291338582674,0.1010013513513512,1253.0,498.0,225.0,929.0,342.0,940.0,151.0,529.0,254.0,518.0
467,1091,0.6319761904761905,0.6075714285714285,0.60442,0.7084619047619048,0.49579999999999996,-0.13146000000000002,-0.0646857142857143,-0.23583750000000003,0.08542857142857142,0.1499,42.0,14.0,10.0,21.0,11.0,25.0,7.0,16.0,7.0,20.0
468,1097,0.5214666666666666,0.39893333333333336,0.46136666666666665,0.6485500000000001,0.36234,-0.08660999999999999,-0.093225,-0.2578714285714286,0.03105555555555555,-0.152775,6.0,3.0,3.0,4.0,5.0,10.0,4.0,7.0,9.0,4.0
469,1112,0.5004756578947366,0.47832051282051286,0.5100631578947369,0.56823956043956,0.5156839285714285,-0.03404697986577182,-0.06786666666666667,-0.047741747572815546,0.1603166666666666,0.08476874999999998,152.0,39.0,38.0,91.0,56.0,149.0,24.0,103.0,42.0,80.0
470,1129,0.48944705882352946,0.6319357142857144,0.597125,0.6315161290322581,0.42474117647058823,0.003330769230769234,0.20611428571428572,-0.16596896551724136,-0.12806499999999998,0.10145882352941177,34.0,14.0,16.0,31.0,17.0,39.0,7.0,29.0,20.0,17.0
471,1130,0.5686221153846158,0.5654389830508469,0.5593453124999999,0.6599357651245557,0.577483802816901,-0.0014078947368421073,-0.08424939759036143,-0.06066509803921565,0.13764062500000002,0.07577215568862276,416.0,177.0,64.0,562.0,142.0,456.0,83.0,255.0,96.0,334.0
472,1132,0.31112,0.5033333333333333,0.4471,0.3406516129032259,0.4331933333333333,-0.1430493670886076,-0.34112857142857145,-0.19063030303030304,-0.02761428571428572,-0.0093125,20.0,12.0,11.0,31.0,15.0,79.0,7.0,33.0,14.0,24.0
473,1133,0.5191588235294118,-0.026500000000000024,0.4826000000000001,0.35607,0.4050833333333333,0.08646296296296298,0.19936666666666666,-0.006315384615384607,0.028966666666666665,0.018718750000000006,17.0,2.0,6.0,10.0,6.0,27.0,3.0,13.0,6.0,16.0
474,1138,0.5967604488872097,0.5169225060827245,0.5696831840796022,0.6069208838203871,0.5664232359550563,-0.006352592447661904,-0.059618294243070316,0.0008848328025477766,0.025771771576898184,0.08749673405909829,5302.0,822.0,1005.0,4209.0,2225.0,5111.0,2345.0,2512.0,1541.0,2572.0
475,1139,0.496960683760684,0.47044322033898284,0.37647499999999995,0.5610363636363637,0.5197860335195532,-0.004564386792452831,-0.11291021897810215,-0.03540801687763714,0.06962477064220185,0.024828431372548997,351.0,118.0,100.0,264.0,179.0,424.0,137.0,237.0,109.0,204.0
476,1140,0.48561875000000004,0.6193333333333334,0.36314,0.6492571428571429,0.36134444444444447,0.09916470588235293,0.10118,0.023958333333333335,-0.026887499999999995,0.1245375,16.0,3.0,5.0,7.0,9.0,17.0,5.0,12.0,8.0,8.0
477,1145,0.574901724137931,0.4684153846153846,0.44888750000000005,0.49609076923076934,0.5407836734693877,-0.0730627659574468,-0.02634615384615383,-0.18489821428571426,0.09349354838709678,0.026944999999999997,58.0,26.0,24.0,65.0,49.0,94.0,26.0,56.0,31.0,40.0
478,1147,0.6009666666666666,0.4939,0.7338333333333334,0.52845,0.6405,0.032457142857142865,0.0,0.06462000000000001,-0.0779,0.0423666666666667,3.0,1.0,3.0,4.0,2.0,7.0,0.0,5.0,5.0,3.0
479,1148,0.5308764705882353,0.33586,0.35075,0.43645,0.8268,0.056404166666666665,-0.04957500000000001,-0.14727142857142855,0.22017499999999998,0.170175,17.0,5.0,4.0,18.0,1.0,24.0,4.0,14.0,4.0,4.0
480,1149,0.6927187499999999,0.733925,0.32636000000000004,0.554425,0.7930999999999999,0.02698571428571428,-0.13316666666666668,-0.0835,-0.06941249999999999,0.1588,16.0,4.0,5.0,8.0,6.0,14.0,3.0,10.0,8.0,5.0
481,1150,0.5800218666666674,0.473605357142857,0.4199442105263159,0.5460435540069684,0.5648885714285712,0.01841529235382309,-0.06682702702702703,-0.05622507122507119,0.072186592178771,0.06697551020408161,375.0,112.0,95.0,287.0,140.0,667.0,37.0,351.0,179.0,245.0
482,1153,0.414875,0.4404,0.3991,0.4111875,0.7583000000000001,0.11606363636363635,0.0,-0.11023333333333334,0.21280000000000002,-0.17903333333333335,8.0,1.0,2.0,8.0,3.0,11.0,0.0,6.0,2.0,3.0
483,1155,0.5617989847715745,0.5391202531645566,0.5398246153846151,0.6325997289972904,0.5610140624999999,0.03502849264705882,-0.024058333333333334,-0.048382352941176446,0.0734496124031008,0.10501518518518524,591.0,237.0,130.0,369.0,192.0,544.0,84.0,340.0,129.0,270.0
484,1156,0.5027152173913042,0.2948826086956522,0.4917478260869566,0.4299818181818181,0.444175,-0.010868067226890753,-0.07121111111111111,-0.04322352941176474,-0.018289130434782617,-0.05569629629629629,46.0,23.0,23.0,44.0,16.0,119.0,18.0,68.0,46.0,27.0
485,1158,0.4772,0.1909,0.0,0.44137499999999996,0.6504,-0.15796666666666667,-0.1257,-0.025200000000000007,0.0,0.0,4.0,2.0,1.0,4.0,1.0,6.0,3.0,7.0,0.0,0.0
486,1162,0.5710463484761336,0.45758906250000025,0.473318717504333,0.4930237237237225,0.5221293736501084,-0.0378082419991233,-0.08329295426452422,-0.08147701587301584,-0.13128421052631567,0.012641114058355428,1739.0,384.0,577.0,1332.0,463.0,2281.0,1618.0,1575.0,1292.0,754.0
487,1164,0.2396375,-0.5113,0.5698,0.22523999999999997,0.4885,0.18365000000000004,0.0,-0.36755,0.01740000000000001,0.19388,8.0,1.0,2.0,5.0,3.0,4.0,0.0,2.0,3.0,5.0
488,1170,0.6018904761904762,0.4812,0.5909357142857143,0.618388,0.626588888888889,-0.017082,-0.1517,-0.032073076923076926,-0.07995769230769231,0.06054666666666665,42.0,10.0,14.0,25.0,18.0,50.0,10.0,26.0,26.0,15.0
489,1171,0.5475555555555555,0.28351999999999994,0.37043,0.5655736842105265,0.524718181818182,-0.05611428571428572,0.0,-0.080275,-0.033315384615384615,0.09487619047619049,27.0,10.0,10.0,19.0,11.0,14.0,0.0,8.0,13.0,21.0
490,1175,0.3537818181818182,0.24485,0.3402833333333333,0.26133333333333336,0.34273999999999993,0.22803,-0.35577142857142857,-0.1183,-0.12038571428571429,0.1265857142857143,11.0,2.0,6.0,6.0,5.0,10.0,7.0,6.0,7.0,7.0
491,1176,0.5984750000000001,0.6444333333333333,0.7172,0.7060352941176471,0.7137333333333333,0.04805000000000001,0.0929,0.002662500000000019,-0.38255,0.23744666666666667,44.0,3.0,12.0,17.0,12.0,22.0,7.0,8.0,2.0,15.0
492,1178,0.5557777777777778,0.4316888888888889,0.4516357142857143,0.4173388888888889,0.44858518518518514,-0.06936470588235294,0.0037651162790697658,0.002179245283018873,-0.05173666666666667,-0.024689473684210515,63.0,9.0,14.0,36.0,27.0,102.0,43.0,53.0,30.0,19.0
