,Ticker Symbol,Ticker Sector,Ticker Industry,Company Id,Company URL,company_name,count
0,vtx:rog,Health Care,Pharmaceuticals & Biotechnology,274,"https://www.glassdoor.com/Overview/Working-at-Genentech-EI_IE274.11,20.htm",Genentech,609
1,bcs:falabella,,,10976,"https://www.glassdoor.com/Overview/Working-at-Falabella-EI_IE10976.11,20.htm",Falabella,9
2,asx:wow,Consumer Services,Food & Drug Retailers,473193,"https://www.glassdoor.com/Overview/Working-at-Big-W-EI_IE473193.11,16.htm",Big W,70
3,asx:wor,,,35193,"https://www.glassdoor.com/Overview/Working-at-WorleyParsons-EI_IE35193.11,24.htm",WorleyParsons,379
4,nyse:xom,Oil & Gas,Oil & Gas Producers,237,"https://www.glassdoor.com/Overview/Working-at-ExxonMobil-EI_IE237.11,21.htm",ExxonMobil,845
5,nyse:cat,Industrials,Industrial Engineering,137,"https://www.glassdoor.com/Overview/Working-at-Caterpillar-EI_IE137.11,22.htm",Caterpillar,952
6,nyse:wrk,Industrials,General Industrials,1033056,"https://www.glassdoor.com/Overview/Working-at-WestRock-EI_IE1033056.11,19.htm",WestRock,275
7,nyse:cxw,Financials,General Financial,6826,"https://www.glassdoor.com/Overview/Working-at-Corrections-Corporation-of-America-EI_IE6826.11,45.htm",Corrections Corporation of America,83
8,lon:mcro,Technology,Software & Computer Services,15057,"https://www.glassdoor.com/Overview/Working-at-Micro-Focus-EI_IE15057.11,22.htm",Micro Focus,204
9,nyse:phh,Industrials,Industrial Transportation,17798,"https://www.glassdoor.com/Overview/Working-at-PHH-Mortgage-EI_IE17798.11,23.htm",PHH Mortgage,140
10,sto:secu-b,,,16559,"https://www.glassdoor.com/Overview/Working-at-Securitas-Security-Services-USA-EI_IE16559.11,42.htm",Securitas Security Services USA,367
11,nyse:gs,Financials,Financial Services,2800,"https://www.glassdoor.com/Overview/Working-at-Goldman-Sachs-EI_IE2800.11,24.htm",Goldman Sachs,717
12,nyse:orcl,Technology,Software & Computer Services,1737,"https://www.glassdoor.com/Overview/Working-at-Oracle-EI_IE1737.11,17.htm",Oracle,2783
13,nyse:shw,Industrials,Construction & Materials,599,"https://www.glassdoor.com/Overview/Working-at-Sherwin-Williams-EI_IE599.11,27.htm",Sherwin Williams,528
14,nyse:snv,Financials,Banks,1202,"https://www.glassdoor.com/Overview/Working-at-Synovus-EI_IE1202.11,18.htm",Synovus,89
15,nyse:lmt,Industrials,Aerospace & Defense,404,"https://www.glassdoor.com/Overview/Working-at-Lockheed-Martin-EI_IE404.11,26.htm",Lockheed Martin,1696
16,nyse:deg,Consumer Goods,Food Producers,1347599,"https://www.glassdoor.com/Overview/Working-at-Ahold-Delhaize-EI_IE1347599.11,25.htm",Ahold Delhaize,36
17,nyse:bby,Consumer Services,General Retailers,97,"https://www.glassdoor.com/Overview/Working-at-Best-Buy-EI_IE97.11,19.htm",Best Buy,2149
18,nyse:hum,Health Care,Health Care Equipment & Services,340,"https://www.glassdoor.com/Overview/Working-at-Humana-EI_IE340.11,17.htm",Humana,838
19,nasdaq:cern,Technology,Software & Computer Services,1242,"https://www.glassdoor.com/Overview/Working-at-Cerner-EI_IE1242.11,17.htm",Cerner,539
20,nyse:caj,Technology,Technology Hardware & Equipment,3522,"https://www.glassdoor.com/Overview/Working-at-Canon-EI_IE3522.11,16.htm",Canon,158
21,nyse:lnc,Financials,Life Insurance,403,"https://www.glassdoor.com/Overview/Working-at-Lincoln-Financial-Group-EI_IE403.11,34.htm",Lincoln Financial Group,261
22,nyse:m,Consumer Services,General Retailers,1079,"https://www.glassdoor.com/Overview/Working-at-Macy-s-EI_IE1079.11,17.htm",Macy s,2290
23,nyse:tif,Consumer Services,General Retailers,663,"https://www.glassdoor.com/Overview/Working-at-Tiffany-and-Co-EI_IE663.11,25.htm",Tiffany and Co,245
24,nyse:bp,Oil & Gas,Oil & Gas Producers,9011,"https://www.glassdoor.com/Overview/Working-at-BP-EI_IE9011.11,13.htm",BP,955
25,nasdaq:amzn,Consumer Services,General Retailers,6036,"https://www.glassdoor.com/Overview/Working-at-Amazon-EI_IE6036.11,17.htm",Amazon,4116
26,nyse:rhi,Industrials,Support Services,1838,"https://www.glassdoor.com/Overview/Working-at-Robert-Half-EI_IE1838.11,22.htm",Robert Half,772
27,nyse:bms,Industrials,General Industrials,92,"https://www.glassdoor.com/Overview/Working-at-Bemis-EI_IE92.11,16.htm",Bemis,106
28,nyse:noc,Industrials,Aerospace & Defense,488,"https://www.glassdoor.com/Overview/Working-at-Northrop-Grumman-EI_IE488.11,27.htm",Northrop Grumman,1279
29,nyse:brfs,Consumer Goods,Food Producers,473976,"https://www.glassdoor.com/Overview/Working-at-Brasil-Foods-EI_IE473976.11,23.htm",Brasil Foods,8
30,nasdaq:dltr,Consumer Services,General Retailers,4033,"https://www.glassdoor.com/Overview/Working-at-Dollar-Tree-EI_IE4033.11,22.htm",Dollar Tree,324
31,nyse:sjr,Consumer Services,Media,7462,"https://www.glassdoor.com/Overview/Working-at-Shaw-Communications-EI_IE7462.11,30.htm",Shaw Communications,273
32,nyse:rhi,Industrials,Support Services,473258,"https://www.glassdoor.com/Overview/Working-at-OfficeTeam-EI_IE473258.11,21.htm",OfficeTeam,218
33,nasdaq:bset,Consumer Goods,Household Goods,1178,"https://www.glassdoor.com/Overview/Working-at-Bassett-Furniture-EI_IE1178.11,28.htm",Bassett Furniture,44
34,xetra:sie,,,3510,"https://www.glassdoor.com/Overview/Working-at-Siemens-EI_IE3510.11,18.htm",Siemens,1729
35,nasdaq:ilmn,Health Care,Pharmaceuticals & Biotechnology,11671,"https://www.glassdoor.com/Overview/Working-at-Illumina-EI_IE11671.11,19.htm",Illumina,237
36,nasdaq:goog,Technology,General Retailers,9079,"https://www.glassdoor.com/Overview/Working-at-Google-EI_IE9079.11,17.htm",Google,1842
37,nasdaq:rp,Technology,Software & Computer Services,104221,"https://www.glassdoor.com/Overview/Working-at-RealPage-EI_IE104221.11,19.htm",RealPage,282
38,nyse:cbu,Financials,Banks,1287,"https://www.glassdoor.com/Overview/Working-at-Community-Bank-System-EI_IE1287.11,32.htm",Community Bank System,3
39,nyse:caa,Consumer Goods,Household Goods,1151884,"https://www.glassdoor.com/Overview/Working-at-CalAtlantic-Homes-EI_IE1151884.11,28.htm",CalAtlantic Homes,26
40,xetra:bayn,Health Care,Health Care Equipment & Services,4245,"https://www.glassdoor.com/Overview/Working-at-Bayer-EI_IE4245.11,16.htm",Bayer,562
41,nyse:wm,Industrials,Support Services,2094,"https://www.glassdoor.com/Overview/Working-at-Waste-Management-EI_IE2094.11,27.htm",Waste Management,391
42,nyse:s,Telecommunications,Mobile Telecommunications,13345,"https://www.glassdoor.com/Overview/Working-at-Sprint-EI_IE13345.11,17.htm",Sprint,1435
43,nyse:ads,Industrials,Support Services,11603,"https://www.glassdoor.com/Overview/Working-at-CJ-Affiliate-by-Conversant-EI_IE11603.11,37.htm",CJ Affiliate by Conversant,35
44,nyse:cvs,Consumer Services,Food & Drug Retailers,437,"https://www.glassdoor.com/Overview/Working-at-CVS-Health-EI_IE437.11,21.htm",CVS Health,1477
45,lon:pets,Consumer Services,General Retailers,33061,"https://www.glassdoor.com/Overview/Working-at-Pets-at-Home-EI_IE33061.11,23.htm",Pets at Home,65
46,nyse:wmt,Consumer Services,General Retailers,7811,"https://www.glassdoor.com/Overview/Working-at-Sam-s-Club-EI_IE7811.11,21.htm",Sam s Club,810
47,xetra:lxs,,,27068,"https://www.glassdoor.com/Overview/Working-at-LANXESS-Global-EI_IE27068.11,25.htm",LANXESS Global,28
48,nasdaq:viav,Technology,Technology Hardware & Equipment,1053141,"https://www.glassdoor.com/Overview/Working-at-Viavi-Solutions-EI_IE1053141.11,26.htm",Viavi Solutions,54
49,nyse:big,Consumer Services,General Retailers,177,"https://www.glassdoor.com/Overview/Working-at-Big-Lots-EI_IE177.11,19.htm",Big Lots,296
50,nyse:gps,Consumer Services,General Retailers,18861,"https://www.glassdoor.com/Overview/Working-at-Old-Navy-EI_IE18861.11,19.htm",Old Navy,464
51,nyse:nvo,Health Care,Pharmaceuticals & Biotechnology,3498,"https://www.glassdoor.com/Overview/Working-at-Novo-Nordisk-EI_IE3498.11,23.htm",Novo Nordisk,279
52,nyse:slb,Oil & Gas,"Oil Equipment, Services & Distribution",588,"https://www.glassdoor.com/Overview/Working-at-Schlumberger-EI_IE588.11,23.htm",Schlumberger,1283
53,asx:sek,Industrials,Support Services,229888,"https://www.glassdoor.com/Overview/Working-at-SEEK-EI_IE229888.11,15.htm",SEEK,42
54,nyse:bac,Financials,Banks,8874,"https://www.glassdoor.com/Overview/Working-at-Bank-of-America-EI_IE8874.11,26.htm",Bank of America,3644
55,nasdaq:vrtx,Health Care,Pharmaceuticals & Biotechnology,2080,"https://www.glassdoor.com/Overview/Working-at-Vertex-Pharmaceuticals-EI_IE2080.11,33.htm",Vertex Pharmaceuticals,94
56,nasdaq:urbn,Consumer Services,General Retailers,241754,"https://www.glassdoor.com/Overview/Working-at-Anthropologie-EI_IE241754.11,24.htm",Anthropologie,212
57,otcbb:fjtsy,,Health Care Equipment & Services,3524,"https://www.glassdoor.com/Overview/Working-at-Fujitsu-EI_IE3524.11,18.htm",Fujitsu,715
58,nasdaq:siri,Consumer Services,Media,5128,"https://www.glassdoor.com/Overview/Working-at-SiriusXM-EI_IE5128.11,19.htm",SiriusXM,153
59,nyse:low,Consumer Services,General Retailers,415,"https://www.glassdoor.com/Overview/Working-at-Lowe-s-EI_IE415.11,17.htm",Lowe s,2018
60,nasdaq:qcom,Technology,Technology Hardware & Equipment,640,"https://www.glassdoor.com/Overview/Working-at-Qualcomm-EI_IE640.11,19.htm",Qualcomm,824
61,nyse:sndr,,,2969,"https://www.glassdoor.com/Overview/Working-at-Schneider-EI_IE2969.11,20.htm",Schneider,258
62,sto:foib,,,885538,"https://www.glassdoor.com/Overview/Working-at-Fenix-Outdoor-EI_IE885538.11,24.htm",Fenix Outdoor,6
63,nasdaq:salm,Consumer Services,Media,9256,"https://www.glassdoor.com/Overview/Working-at-Salem-Media-Group-EI_IE9256.11,28.htm",Salem Media Group,140
64,nyse:wd,Financials,Financial Services,354637,"https://www.glassdoor.com/Overview/Working-at-Walker-and-Dunlop-EI_IE354637.11,28.htm",Walker and Dunlop,18
65,nasdaq:spwr,Oil & Gas,Alternative Energy,39890,"https://www.glassdoor.com/Overview/Working-at-SunPower-EI_IE39890.11,19.htm",SunPower,118
66,nyse:pg,Consumer Goods,Household Goods,544,"https://www.glassdoor.com/Overview/Working-at-Procter-and-Gamble-EI_IE544.11,29.htm",Procter and Gamble,1373
67,nyse:cnk,Consumer Services,Travel & Leisure,3612,"https://www.glassdoor.com/Overview/Working-at-Cinemark-EI_IE3612.11,19.htm",Cinemark,162
68,nyse:dks,Consumer Services,General Retailers,8666,"https://www.glassdoor.com/Overview/Working-at-DICK-S-Sporting-Goods-EI_IE8666.11,32.htm",DICK S Sporting Goods,484
69,asx:wes,Consumer Services,General Retailers,3788,"https://www.glassdoor.com/Overview/Working-at-Coles-EI_IE3788.11,16.htm",Coles,223
70,nyse:atge,,,341378,"https://www.glassdoor.com/Overview/Working-at-Carrington-College-EI_IE341378.11,29.htm",Carrington College,69
71,nyse:dri,Consumer Services,Travel & Leisure,4160,"https://www.glassdoor.com/Overview/Working-at-Darden-EI_IE4160.11,17.htm",Darden,266
72,nasdaq:ctas,Industrials,Support Services,1256,"https://www.glassdoor.com/Overview/Working-at-Cintas-EI_IE1256.11,17.htm",Cintas,431
73,nasdaq:wday,Technology,Software & Computer Services,197851,"https://www.glassdoor.com/Overview/Working-at-Workday-EI_IE197851.11,18.htm",Workday,258
74,nasdaq:msft,Technology,Software & Computer Services,1651,"https://www.glassdoor.com/Overview/Working-at-Microsoft-EI_IE1651.11,20.htm",Microsoft,3186
75,nasdaq:mrvl,Technology,Technology Hardware & Equipment,11761,"https://www.glassdoor.com/Overview/Working-at-Marvell-Technology-EI_IE11761.11,29.htm",Marvell Technology,228
76,nyse:drii,,,6028,"https://www.glassdoor.com/Overview/Working-at-Diamond-Resorts-EI_IE6028.11,26.htm",Diamond Resorts,169
77,nyse:pom,,,543,"https://www.glassdoor.com/Overview/Working-at-Pepco-Holdings-EI_IE543.11,25.htm",Pepco Holdings,58
78,nyse:fl,Consumer Services,General Retailers,238,"https://www.glassdoor.com/Overview/Working-at-Foot-Locker-EI_IE238.11,22.htm",Foot Locker,201
79,nyse:grub,Consumer Services,General Retailers,419089,"https://www.glassdoor.com/Overview/Working-at-GrubHub-EI_IE419089.11,18.htm",GrubHub,162
80,nyse:hon,Industrials,General Industrials,28,"https://www.glassdoor.com/Overview/Working-at-Honeywell-EI_IE28.11,20.htm",Honeywell,1589
81,nasdaq:cmcsa,Consumer Services,Media,32038,"https://www.glassdoor.com/Overview/Working-at-NBCUniversal-EI_IE32038.11,23.htm",NBCUniversal,688
82,nyse:jnj,Health Care,Pharmaceuticals & Biotechnology,140503,"https://www.glassdoor.com/Overview/Working-at-Neutrogena-EI_IE140503.11,21.htm",Neutrogena,29
83,nasdaq:shld,Consumer Services,General Retailers,370,"https://www.glassdoor.com/Overview/Working-at-Kmart-EI_IE370.11,16.htm",Kmart,732
84,nyse:wmt,Consumer Services,General Retailers,715,"https://www.glassdoor.com/Overview/Working-at-Walmart-EI_IE715.11,18.htm",Walmart,4300
85,nasdaq:nuan,Technology,Software & Computer Services,5667,"https://www.glassdoor.com/Overview/Working-at-Nuance-EI_IE5667.11,17.htm",Nuance,357
86,nasdaq:ntrs,Financials,Financial Services,1710,"https://www.glassdoor.com/Overview/Working-at-Northern-Trust-EI_IE1710.11,25.htm",Northern Trust,370
87,nyse:tbi,Industrials,Support Services,6113,"https://www.glassdoor.com/Overview/Working-at-TrueBlue-EI_IE6113.11,19.htm",TrueBlue,81
88,nasdaq:vod,Telecommunications,Mobile Telecommunications,5775,"https://www.glassdoor.com/Overview/Working-at-Vodafone-EI_IE5775.11,19.htm",Vodafone,1427
89,nyse:ibm,Technology,Software & Computer Services,354,"https://www.glassdoor.com/Overview/Working-at-IBM-EI_IE354.11,14.htm",IBM,6527
90,nyse:hgr,,Pharmaceuticals & Biotechnology,1791,"https://www.glassdoor.com/Overview/Working-at-Hanger-EI_IE1791.11,17.htm",Hanger,80
91,ebr:solb,,,5509,"https://www.glassdoor.com/Overview/Working-at-Solvay-EI_IE5509.11,17.htm",Solvay,136
92,nasdaq:sbux,Consumer Services,Travel & Leisure,2202,"https://www.glassdoor.com/Overview/Working-at-Starbucks-EI_IE2202.11,20.htm",Starbucks,817
93,nasdaq:sgry,Health Care,Health Care Equipment & Services,386053,"https://www.glassdoor.com/Overview/Working-at-Surgery-Partners-EI_IE386053.11,27.htm",Surgery Partners,37
94,nasdaq:aapl,Technology,Technology Hardware & Equipment,1138,"https://www.glassdoor.com/Overview/Working-at-Apple-EI_IE1138.11,16.htm",Apple,2071
95,lon:wine,,,25592,"https://www.glassdoor.com/Overview/Working-at-Majestic-Wine-EI_IE25592.11,24.htm",Majestic Wine,39
96,nyse:burl,Consumer Services,General Retailers,114,"https://www.glassdoor.com/Overview/Working-at-Burlington-Stores-EI_IE114.11,28.htm",Burlington Stores,440
97,nasdaq:asna,Consumer Services,General Retailers,705999,"https://www.glassdoor.com/Overview/Working-at-Ascena-Retail-Group-EI_IE705999.11,30.htm",Ascena Retail Group,53
98,nasdaq:tfm,,Food Producers,33927,"https://www.glassdoor.com/Overview/Working-at-The-Fresh-Market-EI_IE33927.11,27.htm",The Fresh Market,253
99,nyse:kss,Consumer Services,General Retailers,592,"https://www.glassdoor.com/Overview/Working-at-Kohl-s-EI_IE592.11,17.htm",Kohl s,1222
100,nyse:xpo,Industrials,Industrial Transportation,615153,"https://www.glassdoor.com/Overview/Working-at-XPO-Logistics-EI_IE615153.11,26.htm",XPO Logistics,620
101,nyse:six,Consumer Services,Travel & Leisure,6021,"https://www.glassdoor.com/Overview/Working-at-Six-Flags-EI_IE6021.11,20.htm",Six Flags,455
102,nyse:mck,Consumer Services,Food & Drug Retailers,434,"https://www.glassdoor.com/Overview/Working-at-McKesson-EI_IE434.11,19.htm",McKesson,835
103,nasdaq:txn,Technology,Technology Hardware & Equipment,651,"https://www.glassdoor.com/Overview/Working-at-Texas-Instruments-EI_IE651.11,28.htm",Texas Instruments,673
104,nasdaq:ffiv,Technology,Technology Hardware & Equipment,9222,"https://www.glassdoor.com/Overview/Working-at-F5-Networks-EI_IE9222.11,22.htm",F5 Networks,206
105,nyse:bsx,Health Care,Health Care Equipment & Services,2187,"https://www.glassdoor.com/Overview/Working-at-Boston-Scientific-EI_IE2187.11,28.htm",Boston Scientific,442
106,tyo:8022,Consumer Goods,Leisure Goods,7992,"https://www.glassdoor.com/Overview/Working-at-Mizuno-USA-EI_IE39058.11,21.htm",Mizuno USA,14
107,nasdaq:unfi,Consumer Services,Food & Drug Retailers,6334,"https://www.glassdoor.com/Overview/Working-at-United-Natural-Foods-EI_IE6334.11,31.htm",United Natural Foods,128
108,nyse:ara,,,390359,"https://www.glassdoor.com/Overview/Working-at-American-Renal-Associates-EI_IE390359.11,36.htm",American Renal Associates,57
109,nasdaq:wdc,Technology,Technology Hardware & Equipment,1067,"https://www.glassdoor.com/Overview/Working-at-Western-Digital-EI_IE1067.11,26.htm",Western Digital,308
110,nyse:mdt,Health Care,Health Care Equipment & Services,436,"https://www.glassdoor.com/Overview/Working-at-Medtronic-EI_IE436.11,20.htm",Medtronic,986
111,nyse:anf,Consumer Services,General Retailers,6756,"https://www.glassdoor.com/Overview/Working-at-Abercrombie-and-Fitch-EI_IE6756.11,32.htm",Abercrombie and Fitch,464
112,nasdaq:wba,Consumer Services,Food & Drug Retailers,716,"https://www.glassdoor.com/Overview/Working-at-Walgreens-EI_IE716.11,20.htm",Walgreens,1359
113,nyse:ci,Health Care,Health Care Equipment & Services,119,"https://www.glassdoor.com/Overview/Working-at-Cigna-EI_IE119.11,16.htm",Cigna,661
114,nyse:hsbc,Financials,Banks,3482,"https://www.glassdoor.com/Overview/Working-at-HSBC-Holdings-EI_IE3482.11,24.htm",HSBC Holdings,1916
115,nasdaq:dxcm,Health Care,Health Care Equipment & Services,37983,"https://www.glassdoor.com/Overview/Working-at-Dexcom-EI_IE37983.11,17.htm",Dexcom,135
116,nasdaq:hubg,Industrials,Industrial Transportation,3675,"https://www.glassdoor.com/Overview/Working-at-Hub-Group-EI_IE3675.11,20.htm",Hub Group,93
117,nasdaq:mgln,Health Care,Health Care Equipment & Services,2201,"https://www.glassdoor.com/Overview/Working-at-Magellan-Health-EI_IE2201.11,26.htm",Magellan Health,213
118,nasdaq:intc,Technology,Technology Hardware & Equipment,1519,"https://www.glassdoor.com/Overview/Working-at-Intel-Corporation-EI_IE1519.11,28.htm",Intel Corporation,2278
119,nasdaq:lulu,Consumer Goods,Personal Goods,42589,"https://www.glassdoor.com/Overview/Working-at-lululemon-EI_IE42589.11,20.htm",lululemon,169
120,nyse:td,Financials,Banks,3767,"https://www.glassdoor.com/Overview/Working-at-TD-EI_IE3767.11,13.htm",TD,1178
121,nyse:sna,Consumer Goods,Household Goods,604,"https://www.glassdoor.com/Overview/Working-at-Snap-on-EI_IE604.11,18.htm",Snap on,87
122,nyse:dis,Consumer Services,Media,13843,"https://www.glassdoor.com/Overview/Working-at-Disney-Parks-and-Resorts-EI_IE13843.11,35.htm",Disney Parks and Resorts,999
123,nyse:pir,Consumer Services,General Retailers,532,"https://www.glassdoor.com/Overview/Working-at-Pier-1-Imports-EI_IE532.11,25.htm",Pier 1 Imports,202
124,nyse:fdx,Industrials,Industrial Transportation,3959,"https://www.glassdoor.com/Overview/Working-at-FedEx-Office-EI_IE3959.11,23.htm",FedEx Office,304
125,nyse:je,Oil & Gas,Alternative Energy,297627,"https://www.glassdoor.com/Overview/Working-at-Just-Energy-EI_IE297627.11,22.htm",Just Energy,119
126,nyse:dst,Technology,Software & Computer Services,4529,"https://www.glassdoor.com/Overview/Working-at-DST-Systems-EI_IE4529.11,22.htm",DST Systems,324
127,nasdaq:ingn,Health Care,Health Care Equipment & Services,521059,"https://www.glassdoor.com/Overview/Working-at-Inogen-EI_IE521059.11,17.htm",Inogen,33
128,nasdaq:elrc,,Financial Services,1364,"https://www.glassdoor.com/Overview/Working-at-Electro-Rent-EI_IE1364.11,23.htm",Electro Rent,21
129,nyse:gib,Technology,Software & Computer Services,8452,"https://www.glassdoor.com/Overview/Working-at-CGI-EI_IE8452.11,14.htm",CGI,975
130,nasdaq:fngn,Financials,Financial Services,7852,"https://www.glassdoor.com/Overview/Working-at-Financial-Engines-EI_IE7852.11,28.htm",Financial Engines,54
131,nasdaq:tmus,Telecommunications,Mobile Telecommunications,9302,"https://www.glassdoor.com/Overview/Working-at-T-Mobile-EI_IE9302.11,19.htm",T Mobile,1206
132,nasdaq:hope,,,1357363,"https://www.glassdoor.com/Overview/Working-at-Bank-Of-Hope-EI_IE1357363.11,23.htm",Bank Of Hope,15
133,nasdaq:info,,,1337673,"https://www.glassdoor.com/Overview/Working-at-IHS-Markit-EI_IE1337673.11,21.htm",IHS Markit,421
134,nyse:dri,Consumer Services,Travel & Leisure,740887,"https://www.glassdoor.com/Overview/Working-at-Eddie-V-s-EI_IE740887.11,20.htm",Eddie V s,9
135,epa:mc,Consumer Goods,Personal Goods,14590,"https://www.glassdoor.com/Overview/Working-at-Sephora-EI_IE14590.11,18.htm",Sephora,518
136,nyse:lc,Financials,Financial Services,349061,"https://www.glassdoor.com/Overview/Working-at-LendingClub-EI_IE349061.11,22.htm",LendingClub,103
137,nyse:dfs,Financials,Financial Services,13990,"https://www.glassdoor.com/Overview/Working-at-Discover-EI_IE13990.11,19.htm",Discover,404
138,nasdaq:schl,Consumer Services,Media,2142,"https://www.glassdoor.com/Overview/Working-at-Scholastic-EI_IE2142.11,21.htm",Scholastic,264
139,nyse:aro,,Personal Goods,14914,"https://www.glassdoor.com/Overview/Working-at-A%C3%A9ropostale-EI_IE14914.11,22.htm",A%C3%A9ropostale,201
140,nasdaq:recn,Industrials,Support Services,12624,"https://www.glassdoor.com/Overview/Working-at-RGP-EI_IE12624.11,14.htm",RGP,106
141,nyse:xrx,Industrials,Support Services,747,"https://www.glassdoor.com/Overview/Working-at-Xerox-EI_IE747.11,16.htm",Xerox,1715
142,nasdaq:sfm,Consumer Services,Food & Drug Retailers,134467,"https://www.glassdoor.com/Overview/Working-at-Sprouts-Farmers-Market-EI_IE134467.11,33.htm",Sprouts Farmers Market,267
143,nyse:hd,Consumer Services,General Retailers,655,"https://www.glassdoor.com/Overview/Working-at-The-Home-Depot-EI_IE655.11,25.htm",The Home Depot,2270
144,nasdaq:cmcsa,Consumer Services,Media,1280,"https://www.glassdoor.com/Overview/Working-at-Comcast-EI_IE1280.11,18.htm",Comcast,1913
145,otc:push,,,2945,"https://www.glassdoor.com/Overview/Working-at-Publix-EI_IE2945.11,17.htm",Publix,643
146,nyse:cof,Financials,Financial Services,3736,"https://www.glassdoor.com/Overview/Working-at-Capital-One-EI_IE3736.11,22.htm",Capital One,1359
147,lon:rdsa,,Automobiles & Parts,5833,"https://www.glassdoor.com/Overview/Working-at-Shell-EI_IE5833.11,16.htm",Shell,1257
148,tyo:3380,,,3581,"https://www.glassdoor.com/Overview/Working-at-7-Eleven-EI_IE3581.11,19.htm",7 Eleven,272
149,lon:lgen,Financials,Life Insurance,10189,"https://www.glassdoor.com/Overview/Working-at-Legal-and-General-Group-EI_IE10189.11,34.htm",Legal and General Group,72
150,lon:cine,Consumer Services,Travel & Leisure,686139,"https://www.glassdoor.com/Overview/Working-at-Cineworld-Cinemas-EI_IE686139.11,28.htm",Cineworld Cinemas,49
151,lon:cine,Consumer Services,Travel & Leisure,14917,"https://www.glassdoor.com/Overview/Working-at-Regal-Entertainment-EI_IE14917.11,30.htm",Regal Entertainment,206
152,lon:grg,Consumer Services,Food & Drug Retailers,10161,"https://www.glassdoor.com/Overview/Working-at-Greggs-EI_IE10161.11,17.htm",Greggs,89
153,nyse:rad,Consumer Services,Food & Drug Retailers,565,"https://www.glassdoor.com/Overview/Working-at-Rite-Aid-EI_IE565.11,19.htm",Rite Aid,368
154,tsx:are,,,14481,"https://www.glassdoor.com/Overview/Working-at-Aecon-EI_IE14481.11,16.htm",Aecon,57
155,lon:expn,Industrials,Support Services,42406,"https://www.glassdoor.com/Overview/Working-at-Experian-EI_IE42406.11,19.htm",Experian,471
156,nasdaq:mik,Consumer Services,General Retailers,945,"https://www.glassdoor.com/Overview/Working-at-Michaels-Stores-EI_IE945.11,26.htm",Michaels Stores,480
157,nyse:jpm,Financials,Banks,145,"https://www.glassdoor.com/Overview/Working-at-J-P-Morgan-EI_IE145.11,21.htm",J P Morgan,3016
158,nyse:kbh,Consumer Goods,Household Goods,376,"https://www.glassdoor.com/Overview/Working-at-KB-Home-EI_IE376.11,18.htm",KB Home,72
159,lon:ubm,Consumer Services,Media,402287,"https://www.glassdoor.com/Overview/Working-at-UBM-EI_IE402287.11,14.htm",UBM,149
160,lon:wpp,Consumer Services,Media,4035,"https://www.glassdoor.com/Overview/Working-at-WPP-EI_IE4035.11,14.htm",WPP,66
161,hk:1211,,,41020,"https://www.glassdoor.com/Overview/Working-at-BYD-EI_IE41020.11,14.htm",BYD,39
162,nyse:expr,Consumer Services,General Retailers,14597,"https://www.glassdoor.com/Overview/Working-at-Express-EI_IE14597.11,18.htm",Express,230
163,nasdaq:rdfn,,,150726,"https://www.glassdoor.com/Overview/Working-at-Redfin-EI_IE150726.11,17.htm",Redfin,101
164,nyse:hrb,Consumer Services,General Retailers,303,"https://www.glassdoor.com/Overview/Working-at-H-and-R-Block-EI_IE303.11,24.htm",H and R Block,565
165,nyse:cah,Consumer Services,Food & Drug Retailers,1227,"https://www.glassdoor.com/Overview/Working-at-Cardinal-Health-EI_IE1227.11,26.htm",Cardinal Health,540
166,otc:ihrt,,,354635,"https://www.glassdoor.com/Overview/Working-at-iHeartMedia-EI_IE354635.11,22.htm",iHeartMedia,333
167,nasdaq:aal,Consumer Services,Travel & Leisure,8,"https://www.glassdoor.com/Overview/Working-at-American-Airlines-EI_IE8.11,28.htm",American Airlines,581
168,nyse:omi,Health Care,Health Care Equipment & Services,501,"https://www.glassdoor.com/Overview/Working-at-Owens-and-Minor-EI_IE501.11,26.htm",Owens and Minor,122
169,nyse:fnd,,,39399,"https://www.glassdoor.com/Overview/Working-at-Floor-and-Decor-EI_IE39399.11,26.htm",Floor and Decor,100
170,nyse:jwn,Consumer Services,General Retailers,1704,"https://www.glassdoor.com/Overview/Working-at-Nordstrom-EI_IE1704.11,20.htm",Nordstrom,1328
171,nyse:cvx,Oil & Gas,Oil & Gas Producers,13524,"https://www.glassdoor.com/Overview/Working-at-Chevron-EI_IE13524.11,18.htm",Chevron,796
172,nasdaq:expd,Industrials,Industrial Transportation,1381,"https://www.glassdoor.com/Overview/Working-at-Expeditors-EI_IE1381.11,21.htm",Expeditors,261
173,nyse:cmi,Industrials,Industrial Engineering,187,"https://www.glassdoor.com/Overview/Working-at-Cummins-EI_IE187.11,18.htm",Cummins,850
174,nyse:cco,Consumer Services,Media,635968,"https://www.glassdoor.com/Overview/Working-at-Clear-Channel-Outdoor-EI_IE635968.11,32.htm",Clear Channel Outdoor,74
175,nyse:fdx,Industrials,Industrial Transportation,16846,"https://www.glassdoor.com/Overview/Working-at-FedEx-Ground-EI_IE16846.11,23.htm",FedEx Ground,463
176,nyse:ms,Financials,Financial Services,2282,"https://www.glassdoor.com/Overview/Working-at-Morgan-Stanley-EI_IE2282.11,25.htm",Morgan Stanley,1057
177,nyse:fdc,Industrials,Support Services,1787,"https://www.glassdoor.com/Overview/Working-at-First-Data-EI_IE1787.11,21.htm",First Data,709
